feature,comment_0,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30
olive oil,('virgin', 1),('great', 1),('balsamic', 2),('garlic', 1),('amazing', 1),,,,,,,,,,,,,,,,,,,,,,,,
people,('real', 1),('great', 1),('good', 1),('friendly', 2),('nice', 1),,,,,,,,,,,,,,,,,,,,,,,,
nothing,('good', 1),('fine', 1),('fancy', 2),('special', 1),,,,,,,,,,,,,,,,,,,,,,,,,
italian restaurant,('great', 1),('good', 1),('outstanding', 1),('family-owned', 1),('little', 3),('other', 1),('small', 1),('nice', 1),('authentic', 1),('typical', 1),,,,,,,,,,,,,,,,,,,
italian food,('great', 6),('good', 1),('incredible', 1),('cooked', 1),('amazing', 1),('tasty', 1),('delicious', 1),('true', 1),('legit', 1),,,,,,,,,,,,,,,,,,,,
staff,('super', 2),('apologetic', 1),('amazing', 1),('fabulous', 1),('worthy', 1),('attentive', 1),('courteous', 1),('friendly', 3),,,,,,,,,,,,,,,,,,,,,
service,('great', 12),('good', 4),('incredible', 2),('personal', 1),('traditional', 1),('efficient', 1),('amazing', 1),('excellent', 8),('small', 1),('fine', 1),('friendly', 6),,,,,,,,,,,,,,,,,,
things,('many', 1),('great', 1),('good', 2),('only', 1),('italian', 1),,,,,,,,,,,,,,,,,,,,,,,,
italian restaurants,('little', 1),('many', 2),('top', 1),('favorite', 1),('close', 1),('expensive', 1),,,,,,,,,,,,,,,,,,,,,,,
everything,('excellent', 1),('great', 1),('good', 1),('delicious', 1),('delish', 1),,,,,,,,,,,,,,,,,,,,,,,,
way,('perfect', 2),('boring', 1),('different', 1),('much', 1),('comforting', 1),,,,,,,,,,,,,,,,,,,,,,,,
sauce,('perfect', 1),('great', 1),('own', 1),('balsamic', 1),('creamy', 1),('amazing', 1),('wonderful', 1),('salty', 1),('delicious', 1),('thick', 1),('vast', 1),,,,,,,,,,,,,,,,,,
pizza,('great', 1),('tasteless', 1),('average', 1),('favorite', 1),('better', 1),('tasty', 1),('higher', 1),,,,,,,,,,,,,,,,,,,,,,
food,('fantastic', 1),('outstanding', 1),('awesome', 1),('high', 1),('fabulous', 1),('salty', 1),('delicious', 5),('ready', 1),('close', 1),('yummy', 1),('disgusting', 1),('amazing', 3),('wonderful', 1),('worth', 1),('good', 11),('spectacular', 1),('cheaper', 1),('excellent', 5),('such', 1),('great', 7),('boring', 1),('average', 1),,,,,,,
prices,('decent', 1),('great', 1),('reasonable', 4),('fair', 2),('excellent', 1),,,,,,,,,,,,,,,,,,,,,,,,
bread,('great', 1),('good', 1),('hungry', 1),('hot', 2),('delicious', 4),('fresh', 7),('complimentary', 1),('soft', 1),,,,,,,,,,,,,,,,,,,,,
portions,('huge', 3),('generous', 3),('like', 1),('awesome', 1),('large', 4),('skimpy', 1),,,,,,,,,,,,,,,,,,,,,,,
salad,('fresh', 3),('great', 1),('good', 1),('exceptional', 1),,,,,,,,,,,,,,,,,,,,,,,,,
anything,('bad', 2),('fancy', 1),('special', 2),,,,,,,,,,,,,,,,,,,,,,,,,,
experience,('great', 4),('good', 1),('right', 1),('first', 1),,,,,,,,,,,,,,,,,,,,,,,,,
reviews,('other', 1),('positive', 1),('great', 2),('good', 1),('negative', 1),,,,,,,,,,,,,,,,,,,,,,,,
place,('great', 2),('full', 2),('favorite', 3),('amazing', 1),('close', 1),('friendly', 1),,,,,,,,,,,,,,,,,,,,,,,
meal,('disappointing', 1),('pleasant', 1),('great', 1),('good', 1),('wonderful', 1),,,,,,,,,,,,,,,,,,,,,,,,
